Date;GOOG.NASDAQ_AAPL - Close;GOOG.NASDAQ_GOOGL - Close;GOOG.NASDAQ_MSFT - Close;GOOG.NASDAQ_FB - Close;GOOG.NYSE_ORCL - Close
2002-02-07;1.74;;29.9;;15.92
2002-02-08;1.72;;30.32;;16.18
2002-02-11;1.78;;30.56;;16.35
2002-02-12;1.76;;30.07;;16.18
2002-02-13;1.79;;30.91;;16.12
2002-02-14;1.76;;30.8;;16.41
2002-02-15;1.71;;30.12;;15.49
2002-02-19;1.62;;29.42;;14.79
2002-02-20;1.65;;29.95;;15.51
2002-02-21;1.54;;29.02;;15.26
2002-02-22;1.62;;29.0;;15.5
2002-02-25;1.7;;29.54;;16.34
2002-02-26;1.69;;29.28;;16.53
2002-02-27;1.57;;29.2;;16.37
2002-02-28;1.55;;29.17;;16.62
2002-03-01;1.68;;30.68;;15.99
2002-03-04;1.74;;31.6;;13.67
2002-03-05;1.68;;31.54;;13.85
2002-03-06;1.72;;31.82;;14.14
2002-03-07;1.74;;31.36;;14.0
2002-03-08;1.76;;31.98;;14.2
2002-03-11;1.79;;32.17;;14.5
2002-03-12;1.77;;31.27;;14.44
2002-03-13;1.75;;31.05;;13.89
2002-03-14;1.74;;30.61;;13.44
2002-03-15;1.78;;31.24;;12.6
2002-03-18;1.77;;31.07;;12.6
2002-03-19;1.78;;31.12;;12.81
2002-03-20;1.78;;30.05;;12.54
2002-03-21;1.73;;30.68;;13.15
2002-03-22;1.72;;30.22;;12.85
2002-03-25;1.67;;29.62;;12.52
2002-03-26;1.68;;29.54;;12.71
2002-03-27;1.68;;29.72;;12.63
2002-03-28;1.69;;30.16;;12.8
2002-04-01;1.75;;30.19;;12.84
2002-04-02;1.72;;28.65;;12.53
2002-04-03;1.7;;28.16;;12.48
2002-04-04;1.78;;28.22;;12.22
2002-04-05;1.77;;27.94;;12.13
2002-04-08;1.75;;28.61;;12.34
2002-04-09;1.72;;27.44;;11.98
2002-04-10;1.76;;28.15;;11.55
2002-04-11;1.78;;27.4;;10.94
2002-04-12;1.79;;27.96;;11.51
2002-04-15;1.79;;27.84;;11.3
2002-04-16;1.84;;28.9;;12.06
2002-04-17;1.86;;28.32;;11.78
2002-04-18;1.82;;28.18;;11.65
2002-04-19;1.78;;28.6;;11.93
2002-04-22;1.75;;27.8;;11.43
2002-04-23;1.73;;27.0;;11.12
2002-04-24;1.7;;26.51;;10.5
2002-04-25;1.72;;26.86;;10.5
2002-04-26;1.64;;25.75;;10.13
2002-04-29;1.71;;26.12;;10.43
2002-04-30;1.73;;26.13;;10.04
2002-05-01;1.71;;26.38;;9.45
2002-05-02;1.69;;25.6;;8.55
2002-05-03;1.68;;24.78;;8.43
2002-05-06;1.62;;24.31;;8.22
2002-05-07;1.6;;24.74;;8.25
2002-05-08;1.74;;27.48;;9.15
2002-05-09;1.73;;26.06;;8.48
2002-05-10;1.67;;25.02;;8.01
2002-05-13;1.71;;26.34;;8.47
2002-05-14;1.83;;27.44;;8.81
2002-05-15;1.81;;27.38;;9.19
2002-05-16;1.8;;27.87;;9.58
2002-05-17;1.79;;28.02;;9.56
2002-05-20;1.77;;27.0;;9.11
2002-05-21;1.68;;26.1;;8.85
2002-05-22;1.74;;26.84;;8.8
2002-05-23;1.8;;27.41;;9.37
2002-05-24;1.72;;26.63;;8.85
2002-05-28;1.71;;26.16;;8.94
2002-05-29;1.71;;26.02;;8.4
2002-05-30;1.73;;26.32;;8.42
2002-05-31;1.66;;25.46;;7.92
2002-06-03;1.64;;24.71;;7.32
2002-06-04;1.63;;24.99;;7.82
2002-06-05;1.62;;25.83;;8.66
2002-06-06;1.58;;25.95;;8.15
2002-06-07;1.53;;25.99;;8.36
2002-06-10;1.53;;26.41;;8.14
2002-06-11;1.46;;26.28;;8.03
2002-06-12;1.44;;27.77;;8.26
2002-06-13;1.4;;27.11;;8.26
2002-06-14;1.44;;27.62;;8.57
2002-06-17;1.47;;27.84;;9.2
2002-06-18;1.44;;28.0;;8.93
2002-06-19;1.22;;27.18;;8.8
2002-06-20;1.22;;27.05;;8.46
2002-06-21;1.2;;26.14;;8.12
2002-06-24;1.23;;27.08;;8.61
2002-06-25;1.22;;26.48;;8.7
2002-06-26;1.18;;27.06;;9.17
2002-06-27;1.22;;27.46;;9.68
2002-06-28;1.27;;27.35;;9.47
2002-07-01;1.22;;26.33;;9.0
2002-07-02;1.21;;25.72;;8.68
2002-07-03;1.25;;26.24;;9.55
2002-07-05;1.34;;27.42;;10.05
2002-07-08;1.29;;26.46;;9.31
2002-07-09;1.25;;26.6;;9.4
2002-07-10;1.24;;26.12;;8.98
2002-07-11;1.31;;26.46;;9.42
2002-07-12;1.25;;25.93;;9.68
2002-07-15;1.3;;25.9;;10.15
2002-07-16;1.28;;25.62;;9.99
2002-07-17;1.12;;26.0;;10.47
2002-07-18;1.07;;25.56;;10.05
2002-07-19;1.07;;24.78;;9.72
2002-07-22;1.07;;23.14;;9.23
2002-07-23;1.03;;21.5;;8.8
2002-07-24;1.09;;23.12;;9.4
2002-07-25;1.03;;21.42;;9.01
2002-07-26;1.02;;22.68;;9.33
2002-07-29;1.07;;24.12;;9.55
2002-07-30;1.1;;24.05;;9.87
2002-07-31;1.09;;23.99;;10.01
2002-08-01;1.06;;22.88;;9.67
2002-08-02;1.03;;22.2;;9.41
2002-08-05;1.0;;22.0;;9.01
2002-08-06;1.05;;22.84;;9.33
2002-08-07;1.07;;23.54;;9.52
2002-08-08;1.09;;24.46;;10.01
2002-08-09;1.07;;24.06;;9.81
2002-08-12;1.07;;24.24;;9.73
2002-08-13;1.04;;23.53;;9.09
2002-08-14;1.08;;24.86;;10.05
2002-08-15;1.12;;24.88;;10.12
2002-08-16;1.13;;25.0;;10.39
2002-08-19;1.14;;26.0;;10.93
2002-08-20;1.14;;25.52;;10.76
2002-08-21;1.15;;26.14;;10.76
2002-08-22;1.14;;26.62;;11.19
2002-08-23;1.12;;26.11;;10.79
2002-08-26;1.11;;26.05;;10.57
2002-08-27;1.06;;25.42;;10.15
2002-08-28;1.05;;24.69;;9.91
2002-08-29;1.05;;25.29;;9.96
2002-08-30;1.05;;24.54;;9.59
2002-09-03;1.0;;23.51;;9.06
2002-09-04;1.03;;24.1;;9.6
2002-09-05;1.01;;22.96;;9.12
2002-09-06;1.03;;23.91;;9.63
2002-09-09;1.03;;24.35;;9.78
2002-09-10;1.02;;24.9;;9.79
2002-09-11;1.02;;24.29;;9.8
2002-09-12;1.01;;23.58;;9.48
2002-09-13;1.01;;23.96;;9.73
2002-09-16;1.04;;23.89;;9.28
2002-09-17;1.06;;23.64;;9.03
2002-09-18;1.07;;23.88;;8.32
2002-09-19;1.04;;23.6;;8.11
2002-09-20;1.06;;23.73;;7.99
2002-09-23;1.06;;22.62;;7.64
2002-09-24;1.05;;22.84;;8.0
2002-09-25;1.07;;23.26;;8.59
2002-09-26;1.05;;23.1;;8.29
2002-09-27;1.05;;22.62;;8.4
2002-09-30;1.04;;21.87;;7.86
2002-10-01;1.04;;23.12;;8.54
2002-10-02;1.01;;22.8;;8.31
2002-10-03;1.02;;22.36;;8.33
2002-10-04;1.0;;21.88;;8.2
2002-10-07;0.98;;22.02;;7.7
2002-10-08;0.98;;22.5;;8.07
2002-10-09;0.97;;22.0;;8.07
2002-10-10;1.01;;23.19;;8.51
2002-10-11;1.04;;24.44;;9.05
2002-10-14;1.06;;24.64;;9.25
2002-10-15;1.08;;26.14;;9.69
2002-10-16;1.04;;25.2;;9.32
2002-10-17;1.01;;25.39;;9.87
2002-10-18;1.02;;26.58;;9.49
2002-10-21;1.04;;26.26;;9.64
2002-10-22;1.05;;25.84;;9.89
2002-10-23;1.06;;26.6;;9.96
2002-10-24;1.05;;25.62;;9.86
2002-10-25;1.1;;26.34;;10.26
2002-10-28;1.12;;25.98;;10.07
2002-10-29;1.1;;26.04;;9.96
2002-10-30;1.15;;26.56;;10.01
2002-10-31;1.15;;26.74;;10.19
2002-11-01;1.17;;26.5;;10.13
2002-11-04;1.21;;28.05;;10.24
2002-11-05;1.21;;28.32;;10.17
2002-11-06;1.23;;28.52;;10.36
2002-11-07;1.14;;28.0;;10.2
2002-11-08;1.13;;27.55;;9.55
2002-11-11;1.08;;26.93;;9.05
2002-11-12;1.12;;27.26;;9.5
2002-11-13;1.11;;27.68;;9.62
2002-11-14;1.16;;28.5;;10.35
2002-11-15;1.14;;28.34;;10.71
2002-11-18;1.12;;27.92;;10.25
2002-11-19;1.09;;27.42;;10.37
2002-11-20;1.11;;28.31;;10.74
2002-11-21;1.17;;28.92;;11.46
2002-11-22;1.14;;29.11;;11.58
2002-11-25;1.14;;29.12;;11.91
2002-11-26;1.1;;28.45;;11.63
2002-11-27;1.12;;29.04;;12.0
2002-11-29;1.11;;28.84;;12.15
2002-12-02;1.08;;28.84;;11.9
2002-12-03;1.08;;28.36;;11.37
2002-12-04;1.07;;28.27;;11.05
2002-12-05;1.04;;27.67;;10.69
2002-12-06;1.07;;27.74;;11.28
2002-12-09;1.05;;26.76;;10.53
2002-12-10;1.09;;27.0;;10.7
2002-12-11;1.11;;27.33;;11.3
2002-12-12;1.08;;27.08;;11.4
2002-12-13;1.06;;26.25;;10.65
2002-12-16;1.06;;27.24;;11.3
2002-12-17;1.08;;27.18;;11.02
2002-12-18;1.04;;26.76;;10.63
2002-12-19;1.01;;26.56;;11.0
2002-12-20;1.01;;26.52;;10.74
2002-12-23;1.04;;27.0;;11.06
2002-12-24;1.03;;26.91;;10.99
2002-12-26;1.03;;26.7;;10.83
2002-12-27;1.0;;26.48;;10.79
2002-12-30;1.0;;26.38;;10.94
2002-12-31;1.02;;25.85;;10.8
2003-01-02;1.06;;26.86;;11.21
2003-01-03;1.06;;26.9;;11.56
2003-01-06;1.06;;27.38;;11.96
2003-01-07;1.06;;27.9;;12.69
2003-01-08;1.04;;27.12;;12.12
2003-01-09;1.05;;27.9;;13.01
2003-01-10;1.05;;27.96;;13.07
2003-01-13;1.04;;28.2;;12.93
2003-01-14;1.04;;28.48;;13.11
2003-01-15;1.03;;28.14;;12.53
2003-01-16;1.04;;27.68;;12.17
2003-01-17;1.01;;25.73;;11.44
2003-01-21;1.0;;25.66;;11.57
2003-01-22;0.99;;25.5;;11.62
2003-01-23;1.01;;26.14;;12.46
2003-01-24;0.99;;24.92;;11.77
2003-01-27;1.01;;24.58;;11.93
2003-01-28;1.04;;24.41;;11.97
2003-01-29;1.07;;24.96;;12.02
2003-01-30;1.02;;24.12;;11.75
2003-01-31;1.03;;23.73;;12.03
2003-02-03;1.05;;24.28;;12.01
2003-02-04;1.04;;23.66;;11.73
2003-02-05;1.03;;23.48;;11.52
2003-02-06;1.03;;23.71;;11.53
2003-02-07;1.01;;23.29;;11.34
2003-02-10;1.02;;23.69;;11.75
2003-02-11;1.02;;23.22;;11.92
2003-02-12;1.03;;23.22;;11.5
2003-02-13;1.04;;23.5;;11.54
2003-02-14;1.05;;24.15;;11.7
2003-02-18;1.09;;24.96;;12.42
2003-02-19;1.06;;24.53;;12.32
2003-02-20;1.06;;24.15;;12.31
2003-02-21;1.07;;24.61;;12.39
2003-02-24;1.05;;24.07;;11.82
2003-02-25;1.07;;24.19;;11.94
2003-02-26;1.04;;23.6;;11.72
2003-02-27;1.06;;23.58;;11.89
2003-02-28;1.07;;23.7;;11.96
2003-03-03;1.05;;23.54;;11.69
2003-03-04;1.04;;23.07;;11.63
2003-03-05;1.04;;23.44;;11.17
2003-03-06;1.04;;23.27;;11.16
2003-03-07;1.04;;23.56;;11.06
2003-03-10;1.03;;22.95;;10.76
2003-03-11;1.02;;22.79;;10.68
2003-03-12;1.02;;23.39;;11.0
2003-03-13;1.05;;24.67;;11.93
2003-03-14;1.06;;24.86;;11.94
2003-03-17;1.07;;25.93;;12.35
2003-03-18;1.07;;26.04;;12.25
2003-03-19;1.07;;26.32;;11.31
2003-03-20;1.06;;26.25;;11.5
2003-03-21;1.07;;26.57;;11.35
2003-03-24;1.03;;25.29;;11.03
2003-03-25;1.04;;25.49;;11.3
2003-03-26;1.03;;25.25;;11.44
2003-03-27;1.04;;25.04;;11.36
2003-03-28;1.04;;24.67;;11.1
2003-03-31;1.01;;24.21;;10.85
2003-04-01;1.01;;24.35;;10.76
2003-04-02;1.04;;25.72;;11.46
2003-04-03;1.03;;25.73;;11.62
2003-04-04;1.03;;25.09;;11.37
2003-04-07;1.04;;25.17;;11.71
2003-04-08;1.03;;25.58;;11.5
2003-04-09;1.01;;24.57;;11.17
2003-04-10;1.03;;24.59;;11.37
2003-04-11;0.94;;24.2;;11.29
2003-04-14;0.97;;24.75;;11.66
2003-04-15;0.96;;24.61;;11.54
2003-04-16;0.95;;24.91;;11.58
2003-04-17;0.94;;25.5;;12.0
2003-04-21;0.94;;25.21;;11.84
2003-04-22;0.96;;25.74;;12.13
2003-04-23;0.97;;25.72;;12.0
2003-04-24;0.96;;25.49;;12.03
2003-04-25;0.95;;25.21;;11.79
2003-04-28;0.99;;25.74;;11.97
2003-04-29;1.0;;25.81;;12.02
2003-04-30;1.02;;25.56;;11.88
2003-05-01;1.03;;25.71;;11.92
2003-05-02;1.03;;26.13;;12.2
2003-05-05;1.15;;25.86;;12.08
2003-05-06;1.25;;26.38;;12.41
2003-05-07;1.26;;25.99;;12.19
2003-05-08;1.29;;25.75;;12.1
2003-05-09;1.31;;26.35;;12.42
2003-05-12;1.33;;26.21;;12.46
2003-05-13;1.33;;25.99;;12.42
2003-05-14;1.32;;25.63;;12.53
2003-05-15;1.34;;25.79;;12.91
2003-05-16;1.34;;25.57;;12.56
2003-05-19;1.29;;24.8;;12.17
2003-05-20;1.27;;24.63;;12.16
2003-05-21;1.28;;24.03;;12.1
2003-05-22;1.3;;24.16;;12.3
2003-05-23;1.31;;24.22;;12.1
2003-05-27;1.35;;24.79;;12.65
2003-05-28;1.3;;24.43;;13.05
2003-05-29;1.29;;24.4;;12.83
2003-05-30;1.28;;24.61;;13.01
2003-06-02;1.25;;24.64;;12.8
2003-06-03;1.24;;24.88;;13.02
2003-06-04;1.26;;24.87;;13.58
2003-06-05;1.26;;24.09;;13.36
2003-06-06;1.22;;23.67;;13.09
2003-06-09;1.2;;23.75;;12.86
2003-06-10;1.23;;24.68;;13.02
2003-06-11;1.25;;24.88;;13.27
2003-06-12;1.27;;24.99;;13.33
2003-06-13;1.24;;24.65;;13.48
2003-06-16;1.3;;25.39;;13.65
2003-06-17;1.3;;25.96;;13.35
2003-06-18;1.37;;26.07;;13.42
2003-06-19;1.37;;26.07;;13.34
2003-06-20;1.37;;26.33;;12.93
2003-06-23;1.36;;25.78;;12.77
2003-06-24;1.34;;25.7;;12.65
2003-06-25;1.36;;25.26;;12.38
2003-06-26;1.38;;25.75;;12.52
2003-06-27;1.34;;25.63;;12.43
2003-06-30;1.36;;25.64;;12.01
2003-07-01;1.36;;26.15;;12.33
2003-07-02;1.38;;26.88;;12.45
2003-07-03;1.37;;26.45;;12.15
2003-07-07;1.42;;27.42;;12.57
2003-07-08;1.46;;27.7;;12.73
2003-07-09;1.42;;27.47;;12.67
2003-07-10;1.4;;26.91;;12.6
2003-07-11;1.42;;27.31;;12.84
2003-07-14;1.42;;27.4;;12.64
2003-07-15;1.4;;27.27;;12.63
2003-07-16;1.42;;27.52;;12.41
2003-07-17;1.49;;26.69;;12.09
2003-07-18;1.49;;26.89;;12.08
2003-07-21;1.47;;26.04;;11.69
2003-07-22;1.49;;26.38;;12.07
2003-07-23;1.48;;26.45;;12.1
2003-07-24;1.46;;26.0;;11.68
2003-07-25;1.54;;26.89;;12.1
2003-07-28;1.5;;26.61;;11.88
2003-07-29;1.48;;26.47;;11.92
2003-07-30;1.45;;26.23;;11.88
2003-07-31;1.51;;26.41;;11.99
2003-08-01;1.48;;26.17;;11.82
2003-08-04;1.52;;26.18;;11.86
2003-08-05;1.46;;25.66;;11.64
2003-08-06;1.4;;25.65;;11.45
2003-08-07;1.42;;25.71;;11.39
2003-08-08;1.4;;25.58;;11.29
2003-08-11;1.4;;25.61;;11.68
2003-08-12;1.41;;25.73;;12.16
2003-08-13;1.44;;25.6;;11.9
2003-08-14;1.43;;25.63;;12.12
2003-08-15;1.41;;25.54;;12.08
2003-08-18;1.45;;25.7;;12.18
2003-08-19;1.45;;26.62;;12.15
2003-08-20;1.5;;26.45;;12.12
2003-08-21;1.55;;26.24;;12.16
2003-08-22;1.49;;26.22;;12.3
2003-08-25;1.49;;26.5;;12.37
2003-08-26;1.5;;26.57;;12.44
2003-08-27;1.53;;26.42;;12.45
2003-08-28;1.58;;26.51;;12.77
2003-08-29;1.62;;26.52;;12.83
2003-09-02;1.63;;27.26;;13.39
2003-09-03;1.64;;28.3;;13.76
2003-09-04;1.63;;28.43;;13.72
2003-09-05;1.61;;28.38;;13.08
2003-09-08;1.62;;28.84;;13.48
2003-09-09;1.6;;28.37;;13.36
2003-09-10;1.58;;27.55;;12.85
2003-09-11;1.61;;27.84;;12.98
2003-09-12;1.65;;28.34;;12.55
2003-09-15;1.59;;28.36;;12.45
2003-09-16;1.6;;28.9;;12.53
2003-09-17;1.58;;28.5;;12.28
2003-09-18;1.63;;29.5;;12.36
2003-09-19;1.61;;29.96;;12.12
2003-09-22;1.58;;29.07;;11.97
2003-09-23;1.6;;29.6;;12.03
2003-09-24;1.52;;28.46;;11.6
2003-09-25;1.46;;28.24;;11.56
2003-09-26;1.48;;28.19;;11.41
2003-09-29;1.52;;28.83;;11.64
2003-09-30;1.48;;27.8;;11.25
2003-10-01;1.48;;28.52;;11.69
2003-10-02;1.47;;28.5;;11.4
2003-10-03;1.55;;29.08;;11.98
2003-10-06;1.59;;29.19;;12.19
2003-10-07;1.66;;29.14;;12.2
2003-10-08;1.65;;28.82;;12.63
2003-10-09;1.68;;28.94;;12.33
2003-10-10;1.69;;28.91;;12.33
2003-10-13;1.74;;28.78;;12.28
2003-10-14;1.75;;28.68;;12.33
2003-10-15;1.77;;29.07;;12.12
2003-10-16;1.66;;29.23;;11.97
2003-10-17;1.62;;28.93;;11.72
2003-10-20;1.66;;29.35;;11.91
2003-10-21;1.66;;29.35;;11.98
2003-10-22;1.63;;28.89;;11.72
2003-10-23;1.64;;28.91;;11.75
2003-10-24;1.61;;26.61;;11.73
2003-10-27;1.61;;26.91;;11.7
2003-10-28;1.69;;27.2;;11.98
2003-10-29;1.69;;26.74;;11.89
2003-10-30;1.65;;26.12;;12.19
2003-10-31;1.64;;26.14;;11.97
2003-11-03;1.65;;26.68;;12.19
2003-11-04;1.64;;26.07;;12.21
2003-11-05;1.64;;26.1;;12.35
2003-11-06;1.65;;26.23;;12.7
2003-11-07;1.61;;26.1;;12.46
2003-11-10;1.56;;26.0;;12.57
2003-11-11;1.54;;25.8;;12.54
2003-11-12;1.6;;25.98;;12.77
2003-11-13;1.6;;25.69;;12.57
2003-11-14;1.53;;25.5;;12.29
2003-11-17;1.51;;25.15;;12.09
2003-11-18;1.46;;25.15;;11.81
2003-11-19;1.46;;25.35;;12.03
2003-11-20;1.46;;25.1;;11.82
2003-11-21;1.45;;25.11;;11.88
2003-11-24;1.51;;25.73;;12.05
2003-11-25;1.48;;25.4;;11.87
2003-11-26;1.48;;25.45;;12.04
2003-11-28;1.49;;25.71;;12.02
2003-12-01;1.55;;25.84;;12.51
2003-12-02;1.54;;25.66;;12.4
2003-12-03;1.5;;25.67;;12.9
2003-12-04;1.51;;26.2;;12.99
2003-12-05;1.49;;25.98;;12.74
2003-12-08;1.5;;26.24;;12.81
2003-12-09;1.46;;26.38;;12.61
2003-12-10;1.46;;26.59;;12.78
2003-12-11;1.52;;26.61;;12.83
2003-12-12;1.49;;26.65;;12.83
2003-12-15;1.44;;26.74;;12.7
2003-12-16;1.44;;27.06;;13.12
2003-12-17;1.42;;27.04;;13.25
2003-12-18;1.43;;27.4;;13.33
2003-12-19;1.41;;27.36;;13.09
2003-12-22;1.42;;27.18;;13.2
2003-12-23;1.42;;27.15;;13.05
2003-12-24;1.46;;27.04;;12.97
2003-12-26;1.48;;27.21;;13.0
2003-12-29;1.51;;27.46;;13.18
2003-12-30;1.52;;27.52;;13.19
2003-12-31;1.53;;27.37;;13.23
2004-01-02;1.52;;27.45;;13.14
2004-01-05;1.58;;28.14;;13.55
2004-01-06;1.58;;28.24;;13.6
2004-01-07;1.61;;28.21;;13.97
2004-01-08;1.67;;28.16;;14.24
2004-01-09;1.64;;27.66;;14.17
2004-01-12;1.7;;27.57;;14.66
2004-01-13;1.72;;27.43;;14.36
2004-01-14;1.73;;27.7;;14.59
2004-01-15;1.63;;27.54;;14.89
2004-01-16;1.62;;27.81;;14.85
2004-01-20;1.62;;28.1;;14.71
2004-01-21;1.62;;28.3;;14.71
2004-01-22;1.58;;28.01;;14.53
2004-01-23;1.61;;28.48;;14.54
2004-01-26;1.64;;28.8;;14.47
2004-01-27;1.65;;28.25;;14.2
2004-01-28;1.61;;27.71;;13.94
2004-01-29;1.62;;27.91;;14.19
2004-01-30;1.61;;27.65;;13.86
2004-02-02;1.59;;27.4;;13.64
2004-02-03;1.59;;27.29;;13.91
2004-02-04;1.56;;27.01;;13.27
2004-02-05;1.6;;26.96;;13.56
2004-02-06;1.62;;27.08;;13.42
2004-02-09;1.62;;26.9;;13.28
2004-02-10;1.64;;27.02;;13.39
2004-02-11;1.7;;27.15;;13.7
2004-02-12;1.7;;26.95;;13.72
2004-02-13;1.64;;26.59;;13.79
2004-02-17;1.65;;26.99;;13.76
2004-02-18;1.66;;26.77;;14.06
2004-02-19;1.6;;26.46;;13.8
2004-02-20;1.6;;26.57;;13.71
2004-02-23;1.58;;26.61;;13.34
2004-02-24;1.6;;26.88;;13.26
2004-02-25;1.63;;26.7;;13.19
2004-02-26;1.65;;26.5;;13.28
2004-02-27;1.71;;26.53;;12.87
2004-03-01;1.72;;26.7;;13.08
2004-03-02;1.7;;26.39;;12.98
2004-03-03;1.71;;26.37;;13.01
2004-03-04;1.8;;26.37;;13.0
2004-03-05;1.91;;26.35;;12.71
2004-03-08;1.86;;25.83;;12.36
2004-03-09;1.94;;25.72;;12.31
2004-03-10;1.98;;25.37;;12.41
2004-03-11;1.94;;25.09;;12.25
2004-03-12;1.97;;25.38;;12.06
2004-03-15;1.89;;25.16;;11.66
2004-03-16;1.84;;25.18;;11.7
2004-03-17;1.87;;25.13;;11.85
2004-03-18;1.83;;24.89;;11.61
2004-03-19;1.85;;24.63;;11.5
2004-03-22;1.85;;24.5;;11.34
2004-03-23;1.81;;24.15;;11.4
2004-03-24;1.82;;24.41;;11.53
2004-03-25;1.92;;25.19;;11.94
2004-03-26;1.93;;25.03;;11.92
2004-03-29;1.99;;25.31;;12.08
2004-03-30;1.99;;25.2;;12.08
2004-03-31;1.93;;24.93;;12.0
2004-04-01;1.94;;25.08;;12.29
2004-04-02;1.96;;25.85;;12.58
2004-04-05;2.02;;25.95;;12.77
2004-04-06;1.99;;25.8;;12.46
2004-04-07;1.95;;25.59;;12.35
2004-04-08;1.97;;25.48;;12.38
2004-04-12;2.0;;25.61;;12.41
2004-04-13;1.92;;25.45;;12.31
2004-04-14;1.9;;25.51;;12.37
2004-04-15;2.09;;25.22;;12.08
2004-04-16;2.08;;25.16;;11.99
2004-04-19;2.02;;25.53;;12.32
2004-04-20;1.98;;25.33;;12.0
2004-04-21;1.98;;25.45;;12.07
2004-04-22;1.98;;25.95;;12.37
2004-04-23;1.98;;27.54;;12.53
2004-04-26;1.94;;27.24;;12.31
2004-04-27;1.92;;27.22;;12.15
2004-04-28;1.89;;26.56;;11.9
2004-04-29;1.91;;26.48;;11.43
2004-04-30;1.84;;26.13;;11.25
2004-05-03;1.86;;26.35;;11.33
2004-05-04;1.87;;26.33;;11.35
2004-05-05;1.9;;26.3;;11.35
2004-05-06;1.9;;26.12;;11.49
2004-05-07;1.9;;25.78;;11.4
2004-05-10;1.88;;25.93;;11.4
2004-05-11;1.94;;25.94;;11.67
2004-05-12;1.95;;25.94;;11.59
2004-05-13;1.94;;26.1;;11.8
2004-05-14;1.93;;25.86;;11.6
2004-05-17;1.9;;25.54;;11.36
2004-05-18;1.93;;25.83;;11.37
2004-05-19;1.89;;25.62;;11.29
2004-05-20;1.91;;25.73;;11.23
2004-05-21;1.94;;25.89;;11.23
2004-05-24;1.95;;25.76;;11.36
2004-05-25;2.03;;26.1;;11.5
2004-05-26;2.04;;26.14;;11.48
2004-05-27;2.01;;26.19;;11.48
2004-05-28;2.0;;26.23;;11.4
2004-06-01;2.0;;26.11;;11.12
2004-06-02;2.07;;26.13;;11.15
2004-06-03;2.03;;25.89;;10.97
2004-06-04;2.06;;25.95;;11.04
2004-06-07;2.13;;26.43;;11.42
2004-06-08;2.17;;26.6;;11.59
2004-06-09;2.16;;26.47;;11.54
2004-06-10;2.2;;26.77;;11.71
2004-06-14;2.15;;26.9;;11.54
2004-06-15;2.19;;27.4;;11.71
2004-06-16;2.34;;27.32;;11.35
2004-06-17;2.34;;27.77;;11.14
2004-06-18;2.35;;28.35;;11.14
2004-06-21;2.31;;28.35;;11.15
2004-06-22;2.36;;28.29;;11.12
2004-06-23;2.41;;28.3;;11.15
2004-06-24;2.37;;28.39;;11.5
2004-06-25;2.4;;28.57;;11.8
2004-06-28;2.32;;28.28;;11.63
2004-06-29;2.32;;28.5;;11.77
2004-06-30;2.32;;28.56;;11.93
2004-07-01;2.31;;28.63;;11.81
2004-07-02;2.22;;28.57;;11.65
2004-07-06;2.21;;28.02;;11.2
2004-07-07;2.17;;28.1;;11.2
2004-07-08;2.15;;27.64;;10.92
2004-07-09;2.14;;27.86;;11.03
2004-07-12;2.08;;27.89;;11.09
2004-07-13;2.09;;27.6;;11.0
2004-07-14;2.11;;28.13;;10.79
2004-07-15;2.35;;27.87;;10.72
2004-07-16;2.3;;27.48;;10.22
2004-07-19;2.28;;27.95;;10.33
2004-07-20;2.3;;28.32;;10.5
2004-07-21;2.26;;28.86;;10.35
2004-07-22;2.26;;29.0;;10.36
2004-07-23;2.19;;28.03;;10.1
2004-07-26;2.23;;28.66;;10.08
2004-07-27;2.32;;28.44;;10.38
2004-07-28;2.3;;28.58;;10.25
2004-07-29;2.33;;28.48;;10.38
2004-07-30;2.31;;28.49;;10.51
2004-08-02;2.26;;28.52;;10.67
2004-08-03;2.24;;28.07;;10.56
2004-08-04;2.27;;28.06;;10.84
2004-08-05;2.24;;27.53;;10.64
2004-08-06;2.13;;27.14;;10.19
2004-08-09;2.16;;27.18;;10.37
2004-08-10;2.25;;27.72;;10.6
2004-08-11;2.22;;27.41;;10.19
2004-08-12;2.17;;26.88;;9.9
2004-08-13;2.2;;27.02;;10.25
2004-08-16;2.2;;27.09;;10.25
2004-08-17;2.2;;27.05;;10.28
2004-08-18;2.27;;27.46;;10.51
2004-08-19;2.19;50.22;27.12;;10.42
2004-08-20;2.2;54.21;27.2;;10.31
2004-08-23;2.22;54.75;27.24;;10.3
2004-08-24;2.28;52.49;27.24;;10.33
2004-08-25;2.36;53.05;27.55;;10.4
2004-08-26;2.48;54.01;27.44;;10.23
2004-08-27;2.45;53.13;27.46;;10.29
2004-08-30;2.44;51.06;27.3;;10.11
2004-08-31;2.46;51.24;27.3;;9.97
2004-09-01;2.56;50.18;27.39;;10.05
2004-09-02;2.55;50.81;27.62;;10.29
2004-09-03;2.52;50.06;27.11;;10.03
2004-09-07;2.55;50.84;27.36;;10.08
2004-09-08;2.6;51.2;27.26;;9.86
2004-09-09;2.55;51.21;27.28;;9.93
2004-09-10;2.56;52.72;27.49;;10.46
2004-09-13;2.54;53.8;27.25;;10.62
2004-09-14;2.54;55.8;27.44;;10.55
2004-09-15;2.51;56.06;27.19;;11.33
2004-09-16;2.6;57.04;27.26;;11.23
2004-09-17;2.65;58.8;27.51;;11.51
